id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
43670,Male,26,1,35.0,1,< 1 Year,No,30622.0,152.0,123,0
43671,Female,51,1,11.0,0,1-2 Year,Yes,30793.0,124.0,12,0
43672,Male,50,1,43.0,1,1-2 Year,No,40934.0,124.0,84,0
43673,Male,80,1,24.0,0,1-2 Year,No,2630.0,26.0,27,0
43674,Male,53,1,39.0,0,1-2 Year,Yes,32219.0,124.0,188,0
43675,Female,34,1,28.0,0,< 1 Year,Yes,27445.0,124.0,67,0
43676,Male,23,1,12.0,0,< 1 Year,Yes,2630.0,152.0,44,0
43677,Female,75,1,28.0,0,> 2 Years,Yes,50332.0,26.0,263,0
43678,Male,24,1,8.0,1,< 1 Year,No,55764.0,151.0,86,0
43679,Female,41,1,28.0,0,1-2 Year,No,2630.0,26.0,112,0
43680,Male,29,1,41.0,0,< 1 Year,Yes,37506.0,152.0,55,0
43681,Female,22,1,28.0,0,< 1 Year,Yes,58581.0,156.0,52,0
43682,Male,33,1,37.0,0,< 1 Year,Yes,39782.0,152.0,182,0
43683,Male,48,1,46.0,0,1-2 Year,Yes,29975.0,94.0,227,1
43684,Male,28,1,41.0,0,< 1 Year,Yes,34045.0,152.0,192,1
43685,Male,25,1,49.0,1,< 1 Year,No,31130.0,152.0,218,0
43686,Male,40,1,28.0,0,1-2 Year,Yes,31273.0,124.0,213,1
43687,Female,41,1,13.0,0,1-2 Year,Yes,27985.0,124.0,182,0
43688,Female,44,1,28.0,0,1-2 Year,Yes,52620.0,124.0,108,0
43689,Female,32,1,8.0,0,1-2 Year,Yes,24853.0,154.0,199,0
43690,Male,25,1,30.0,0,1-2 Year,Yes,2630.0,156.0,87,0
43691,Female,31,1,10.0,0,< 1 Year,Yes,29003.0,124.0,193,1
43692,Female,56,1,8.0,1,1-2 Year,No,49247.0,124.0,40,0
43693,Female,28,1,28.0,1,< 1 Year,No,46561.0,152.0,96,0
43694,Male,58,1,6.0,1,1-2 Year,Yes,25455.0,26.0,229,0
43695,Male,54,1,29.0,1,1-2 Year,No,2630.0,124.0,87,0
43696,Female,25,1,36.0,1,< 1 Year,No,2630.0,152.0,180,0
43697,Female,25,1,41.0,1,< 1 Year,Yes,23269.0,152.0,137,0
43698,Male,25,1,15.0,1,< 1 Year,No,34859.0,152.0,163,0
43699,Male,47,1,29.0,1,1-2 Year,No,35477.0,26.0,194,0
43700,Male,25,1,12.0,1,< 1 Year,No,25362.0,152.0,160,0
43701,Male,35,1,4.0,0,< 1 Year,No,2630.0,1.0,104,0
43702,Male,27,1,28.0,1,< 1 Year,No,22657.0,153.0,263,0
43703,Male,24,1,46.0,0,< 1 Year,Yes,26164.0,152.0,68,0
43704,Male,25,1,10.0,1,< 1 Year,No,34967.0,152.0,115,0
43705,Male,53,1,28.0,1,1-2 Year,No,37204.0,60.0,233,0
43706,Male,22,1,10.0,0,< 1 Year,Yes,48245.0,152.0,159,0
43707,Male,47,1,39.0,0,1-2 Year,Yes,30266.0,156.0,70,0
43708,Female,24,1,27.0,1,< 1 Year,No,26549.0,152.0,119,0
43709,Male,29,1,29.0,1,< 1 Year,No,23506.0,152.0,26,0
43710,Male,37,1,13.0,0,1-2 Year,Yes,35256.0,154.0,68,0
43711,Male,48,1,46.0,0,> 2 Years,Yes,48286.0,124.0,82,0
43712,Male,28,1,3.0,1,< 1 Year,No,31446.0,152.0,220,0
43713,Male,25,1,28.0,1,< 1 Year,No,26842.0,151.0,294,0
43714,Male,42,1,28.0,1,1-2 Year,No,25044.0,26.0,174,0
43715,Male,61,1,38.0,1,1-2 Year,No,2630.0,124.0,278,0
43716,Male,46,1,28.0,0,1-2 Year,Yes,41405.0,124.0,28,0
43717,Male,27,1,23.0,1,< 1 Year,No,2630.0,156.0,34,0
43718,Female,24,1,12.0,1,< 1 Year,No,27868.0,152.0,116,0
43719,Male,44,1,28.0,0,1-2 Year,Yes,30452.0,124.0,174,0
43720,Female,57,1,28.0,1,1-2 Year,No,56999.0,26.0,293,0
43721,Male,61,1,8.0,1,1-2 Year,No,39368.0,124.0,223,0
43722,Male,52,1,8.0,0,1-2 Year,Yes,39494.0,124.0,256,0
43723,Female,53,1,28.0,0,1-2 Year,Yes,33173.0,124.0,83,0
43724,Male,46,1,29.0,0,1-2 Year,Yes,28777.0,26.0,58,1
43725,Female,23,1,49.0,0,< 1 Year,No,2630.0,160.0,163,0
43726,Female,67,1,46.0,0,1-2 Year,Yes,32760.0,124.0,101,1
43727,Female,24,1,33.0,1,< 1 Year,No,30955.0,152.0,113,0
43728,Male,42,1,8.0,1,1-2 Year,No,25269.0,124.0,26,0
43729,Female,27,1,28.0,1,< 1 Year,No,44284.0,152.0,286,0
43730,Female,22,1,8.0,0,< 1 Year,No,34451.0,152.0,109,0
43731,Female,57,1,50.0,1,1-2 Year,No,46679.0,152.0,90,0
43732,Female,24,1,2.0,1,< 1 Year,No,23602.0,152.0,30,0
43733,Male,21,1,15.0,0,< 1 Year,Yes,29480.0,160.0,198,0
43734,Female,58,1,28.0,1,1-2 Year,No,2630.0,124.0,243,0
43735,Female,69,1,28.0,0,> 2 Years,Yes,54010.0,124.0,230,0
43736,Female,32,1,46.0,1,1-2 Year,No,30380.0,124.0,156,0
43737,Female,45,1,28.0,1,1-2 Year,No,48675.0,124.0,245,0
43738,Female,32,1,29.0,0,< 1 Year,Yes,24141.0,124.0,111,1
43739,Female,41,1,29.0,1,1-2 Year,No,32007.0,124.0,253,0
43740,Male,42,1,50.0,0,1-2 Year,Yes,29442.0,124.0,110,1
43741,Male,36,1,15.0,0,1-2 Year,Yes,2630.0,26.0,281,1
43742,Male,40,1,37.0,0,1-2 Year,Yes,31296.0,61.0,240,1
43743,Female,21,1,35.0,0,< 1 Year,Yes,2630.0,160.0,244,1
43744,Female,33,1,31.0,1,1-2 Year,No,2630.0,124.0,275,0
43745,Female,22,1,35.0,0,< 1 Year,Yes,27712.0,152.0,255,1
43746,Male,79,1,50.0,0,1-2 Year,No,38753.0,17.0,116,0
43747,Male,36,1,8.0,0,1-2 Year,Yes,41385.0,124.0,113,0
43748,Female,23,1,39.0,0,< 1 Year,Yes,39634.0,152.0,204,1
43749,Female,69,1,8.0,1,1-2 Year,No,21469.0,26.0,68,0
43750,Female,37,1,41.0,1,1-2 Year,No,33397.0,124.0,196,0
43751,Female,27,1,28.0,1,< 1 Year,No,31589.0,152.0,152,0
43752,Male,47,1,36.0,1,1-2 Year,No,2630.0,26.0,190,0
43753,Female,33,1,8.0,1,1-2 Year,No,46717.0,26.0,212,0
43754,Female,41,1,28.0,0,1-2 Year,Yes,2630.0,26.0,134,0
43755,Male,30,1,46.0,1,< 1 Year,No,37752.0,152.0,189,0
43756,Male,41,1,28.0,0,1-2 Year,Yes,38115.0,124.0,20,1
43757,Female,40,1,29.0,0,1-2 Year,Yes,57020.0,26.0,188,0
43758,Male,63,1,17.0,1,1-2 Year,No,30334.0,26.0,218,0
43759,Female,28,1,6.0,1,< 1 Year,No,31437.0,152.0,269,0
43760,Male,52,0,50.0,0,1-2 Year,Yes,33569.0,64.0,189,0
43761,Female,40,1,8.0,0,1-2 Year,Yes,2630.0,156.0,204,0
43762,Female,43,1,28.0,0,1-2 Year,Yes,45097.0,52.0,137,0
43763,Male,27,1,46.0,1,< 1 Year,No,25323.0,152.0,274,0
43764,Male,59,1,28.0,0,> 2 Years,Yes,33440.0,26.0,289,0
43765,Female,28,1,50.0,1,< 1 Year,No,44759.0,152.0,164,0
43766,Male,20,1,47.0,0,< 1 Year,Yes,23959.0,160.0,285,0
43767,Female,41,1,46.0,0,1-2 Year,Yes,22813.0,124.0,88,0
43768,Female,29,1,11.0,0,< 1 Year,Yes,37970.0,152.0,235,0
43769,Female,24,1,10.0,1,< 1 Year,No,23063.0,152.0,101,0
43770,Female,33,1,33.0,0,1-2 Year,Yes,25979.0,124.0,141,0
43771,Male,36,1,28.0,1,1-2 Year,No,42881.0,122.0,135,0
43772,Female,67,1,28.0,1,1-2 Year,Yes,38997.0,26.0,165,0
43773,Male,28,1,14.0,0,< 1 Year,Yes,17166.0,152.0,170,0
43774,Female,23,1,47.0,1,< 1 Year,No,38106.0,152.0,66,0
43775,Male,47,1,30.0,0,1-2 Year,Yes,29150.0,124.0,69,0
43776,Female,40,1,28.0,0,1-2 Year,Yes,38680.0,122.0,214,1
43777,Male,41,1,11.0,0,1-2 Year,Yes,29737.0,154.0,112,0
43778,Male,34,1,50.0,1,1-2 Year,No,30728.0,8.0,40,0
43779,Male,29,1,46.0,1,< 1 Year,No,40055.0,152.0,139,0
43780,Female,48,1,32.0,0,1-2 Year,Yes,23799.0,124.0,34,0
43781,Male,32,1,11.0,1,1-2 Year,No,25648.0,26.0,36,0
43782,Male,48,1,11.0,1,1-2 Year,Yes,2630.0,124.0,286,0
43783,Male,55,1,34.0,0,1-2 Year,Yes,35039.0,26.0,242,0
43784,Male,24,1,36.0,1,1-2 Year,No,2630.0,124.0,29,0
43785,Female,26,1,10.0,1,< 1 Year,No,38538.0,152.0,57,0
43786,Male,24,1,2.0,1,< 1 Year,No,15043.0,152.0,129,0
43787,Male,33,1,28.0,0,1-2 Year,Yes,43412.0,163.0,270,0
43788,Female,48,1,28.0,1,1-2 Year,No,39932.0,26.0,269,0
43789,Female,34,1,11.0,0,1-2 Year,Yes,20144.0,26.0,263,1
43790,Female,25,1,50.0,0,< 1 Year,No,31559.0,152.0,116,0
43791,Female,30,1,41.0,1,< 1 Year,No,33794.0,152.0,69,0
43792,Female,43,1,28.0,0,1-2 Year,Yes,47892.0,26.0,76,1
43793,Male,23,1,28.0,0,< 1 Year,Yes,43100.0,151.0,296,0
43794,Female,26,1,11.0,1,< 1 Year,No,34879.0,152.0,280,0
43795,Male,25,1,27.0,1,< 1 Year,No,24146.0,152.0,89,0
43796,Male,25,1,50.0,0,< 1 Year,Yes,48924.0,152.0,21,0
43797,Male,20,1,45.0,1,< 1 Year,No,2630.0,160.0,102,0
43798,Male,22,1,36.0,0,< 1 Year,Yes,28705.0,152.0,57,0
43799,Male,22,1,22.0,1,< 1 Year,No,32109.0,152.0,178,0
43800,Male,22,1,49.0,0,< 1 Year,Yes,35980.0,152.0,274,0
43801,Male,46,1,0.0,1,1-2 Year,Yes,2630.0,26.0,257,0
43802,Male,38,1,28.0,0,1-2 Year,Yes,47917.0,124.0,75,0
43803,Female,32,1,30.0,1,< 1 Year,No,29867.0,152.0,105,0
43804,Male,55,1,33.0,0,1-2 Year,Yes,36879.0,124.0,181,0
43805,Female,71,1,28.0,1,1-2 Year,No,34239.0,122.0,274,0
43806,Male,56,1,3.0,1,1-2 Year,No,55737.0,124.0,264,0
43807,Male,29,1,3.0,0,< 1 Year,Yes,41597.0,124.0,64,1
43808,Female,41,1,8.0,0,1-2 Year,No,36890.0,26.0,179,0
43809,Male,40,1,28.0,1,1-2 Year,No,32033.0,55.0,254,0
43810,Male,34,1,6.0,0,1-2 Year,Yes,21762.0,26.0,246,1
43811,Male,38,1,36.0,1,1-2 Year,No,2630.0,124.0,11,0
43812,Female,43,1,28.0,1,1-2 Year,No,24710.0,124.0,45,0
43813,Male,36,1,16.0,0,1-2 Year,Yes,27028.0,152.0,279,0
43814,Female,24,1,6.0,1,< 1 Year,No,31269.0,152.0,27,0
43815,Female,46,1,28.0,0,1-2 Year,Yes,24077.0,124.0,198,0
43816,Male,51,1,28.0,0,1-2 Year,Yes,53473.0,26.0,131,0
43817,Male,71,1,41.0,0,1-2 Year,Yes,46754.0,26.0,22,0
43818,Female,29,1,10.0,1,< 1 Year,No,29407.0,152.0,178,0
43819,Male,43,1,41.0,0,1-2 Year,Yes,34222.0,26.0,246,0
43820,Male,68,1,47.0,1,1-2 Year,No,2630.0,16.0,87,0
43821,Male,57,1,16.0,1,1-2 Year,No,32287.0,26.0,68,0
43822,Male,35,1,36.0,0,1-2 Year,Yes,2630.0,124.0,270,1
43823,Male,39,1,11.0,0,1-2 Year,Yes,2630.0,157.0,246,0
43824,Female,28,1,30.0,1,< 1 Year,No,29220.0,152.0,36,0
43825,Female,21,1,26.0,1,< 1 Year,No,35784.0,152.0,18,0
43826,Female,29,1,35.0,1,< 1 Year,No,25267.0,152.0,65,0
43827,Male,67,1,28.0,0,> 2 Years,Yes,59450.0,26.0,218,0
43828,Male,49,1,46.0,0,> 2 Years,Yes,29444.0,124.0,185,1
43829,Male,41,1,14.0,0,1-2 Year,Yes,18843.0,26.0,197,0
43830,Female,24,1,21.0,1,< 1 Year,No,23744.0,152.0,135,0
43831,Female,35,1,33.0,1,1-2 Year,No,2630.0,160.0,16,0
43832,Female,21,1,32.0,1,< 1 Year,No,34378.0,152.0,91,0
43833,Female,60,1,28.0,0,1-2 Year,Yes,54650.0,26.0,120,0
43834,Male,27,1,46.0,0,< 1 Year,Yes,2630.0,152.0,293,0
43835,Female,25,1,11.0,1,< 1 Year,No,40545.0,152.0,242,0
43836,Male,51,1,28.0,0,1-2 Year,Yes,47284.0,122.0,48,0
43837,Male,76,1,8.0,1,1-2 Year,No,57945.0,26.0,109,0
43838,Male,74,1,18.0,0,> 2 Years,Yes,42483.0,131.0,285,0
43839,Male,76,1,20.0,0,1-2 Year,Yes,2630.0,163.0,27,0
43840,Female,25,1,29.0,1,< 1 Year,No,21620.0,152.0,103,0
43841,Male,43,1,28.0,1,1-2 Year,No,53719.0,55.0,87,0
43842,Male,38,1,45.0,1,1-2 Year,No,23175.0,108.0,121,0
43843,Female,24,1,28.0,1,< 1 Year,No,53304.0,152.0,116,0
43844,Female,24,1,15.0,1,< 1 Year,No,35634.0,152.0,115,0
43845,Male,44,1,28.0,0,1-2 Year,No,49405.0,124.0,238,0
43846,Male,41,1,28.0,0,1-2 Year,Yes,44301.0,124.0,70,0
43847,Female,48,1,36.0,1,1-2 Year,No,32340.0,26.0,296,0
43848,Male,31,1,8.0,0,1-2 Year,Yes,45777.0,154.0,54,0
43849,Male,34,1,15.0,0,1-2 Year,Yes,2630.0,124.0,108,1
43850,Female,45,1,28.0,0,1-2 Year,Yes,38033.0,26.0,37,0
43851,Male,44,1,3.0,1,1-2 Year,No,31944.0,124.0,294,0
43852,Male,47,1,50.0,1,1-2 Year,No,2630.0,18.0,291,0
43853,Male,23,1,35.0,1,< 1 Year,No,2630.0,160.0,174,0
43854,Male,38,1,46.0,0,1-2 Year,Yes,45535.0,124.0,21,0
43855,Male,21,1,8.0,1,< 1 Year,No,38572.0,160.0,189,0
43856,Male,26,1,12.0,1,< 1 Year,No,31588.0,152.0,119,0
43857,Female,30,1,30.0,1,< 1 Year,No,27826.0,152.0,43,0
43858,Female,21,1,35.0,0,< 1 Year,Yes,2630.0,160.0,195,0
43859,Female,42,1,46.0,0,1-2 Year,Yes,29737.0,154.0,162,1
43860,Male,62,1,23.0,0,1-2 Year,Yes,2630.0,124.0,218,0
43861,Male,51,1,39.0,0,1-2 Year,Yes,2630.0,152.0,297,0
43862,Male,22,1,28.0,1,< 1 Year,No,51260.0,152.0,290,0
43863,Female,37,1,29.0,1,< 1 Year,No,2630.0,1.0,161,0
43864,Female,66,1,28.0,1,1-2 Year,No,54411.0,125.0,196,0
43865,Female,43,1,28.0,0,1-2 Year,Yes,38075.0,124.0,281,0
43866,Female,33,1,28.0,0,1-2 Year,Yes,33386.0,122.0,263,0
43867,Male,21,1,9.0,1,< 1 Year,No,44013.0,152.0,47,0
43868,Male,42,1,28.0,0,1-2 Year,No,43415.0,124.0,56,0
43869,Male,40,1,46.0,0,1-2 Year,Yes,27749.0,91.0,74,0
43870,Female,23,1,2.0,1,< 1 Year,No,23687.0,152.0,20,0
43871,Male,30,1,21.0,1,< 1 Year,No,25208.0,152.0,97,0
43872,Female,25,1,16.0,1,< 1 Year,No,17967.0,152.0,192,0
43873,Male,22,1,8.0,1,< 1 Year,No,28451.0,152.0,77,0
43874,Male,42,1,19.0,0,1-2 Year,Yes,39409.0,26.0,48,0
43875,Female,55,1,28.0,0,1-2 Year,Yes,53714.0,26.0,48,0
43876,Male,21,1,46.0,1,< 1 Year,No,2630.0,160.0,144,0
43877,Male,37,1,28.0,0,1-2 Year,Yes,59096.0,124.0,196,1
43878,Female,25,1,11.0,1,< 1 Year,No,45984.0,152.0,143,0
43879,Male,22,1,15.0,1,< 1 Year,No,30715.0,152.0,65,0
43880,Female,25,1,9.0,1,< 1 Year,No,30867.0,152.0,179,0
43881,Male,21,1,35.0,1,< 1 Year,No,28540.0,160.0,187,0
43882,Female,24,1,29.0,1,< 1 Year,No,25980.0,152.0,234,0
43883,Male,26,1,14.0,1,< 1 Year,No,2630.0,152.0,210,0
43884,Female,36,1,29.0,1,1-2 Year,No,19292.0,124.0,178,0
43885,Female,22,1,36.0,1,< 1 Year,No,29285.0,152.0,29,0
43886,Male,48,1,28.0,0,1-2 Year,Yes,39008.0,26.0,44,0
43887,Male,79,1,8.0,1,1-2 Year,No,82128.0,26.0,169,0
43888,Female,33,1,0.0,1,< 1 Year,No,2630.0,152.0,202,0
43889,Male,22,1,34.0,1,< 1 Year,No,2630.0,152.0,243,0
43890,Male,72,1,32.0,1,1-2 Year,No,36764.0,26.0,289,0
43891,Female,21,1,13.0,0,< 1 Year,Yes,26108.0,160.0,257,0
43892,Female,73,1,28.0,1,1-2 Year,No,37069.0,26.0,33,0
43893,Male,29,1,28.0,0,< 1 Year,Yes,49116.0,154.0,33,0
43894,Female,41,1,38.0,1,1-2 Year,No,2630.0,124.0,183,0
43895,Female,46,1,36.0,1,1-2 Year,No,26468.0,26.0,91,0
43896,Female,47,1,28.0,0,1-2 Year,Yes,42291.0,26.0,86,0
43897,Female,65,1,8.0,1,1-2 Year,Yes,36429.0,124.0,89,0
43898,Female,27,1,35.0,1,< 1 Year,No,21268.0,152.0,177,0
43899,Male,74,1,41.0,1,1-2 Year,No,39778.0,26.0,92,0
43900,Male,48,1,0.0,0,1-2 Year,Yes,2630.0,52.0,201,0
43901,Male,57,1,41.0,0,1-2 Year,Yes,21802.0,12.0,266,0
43902,Female,22,1,15.0,1,< 1 Year,No,34347.0,152.0,262,0
43903,Female,25,1,21.0,1,< 1 Year,No,30531.0,152.0,213,0
43904,Female,46,1,17.0,0,1-2 Year,Yes,32594.0,124.0,11,0
43905,Female,24,1,41.0,1,< 1 Year,No,38599.0,152.0,124,0
43906,Male,23,1,14.0,0,< 1 Year,Yes,31667.0,152.0,17,1
43907,Male,24,1,41.0,1,< 1 Year,No,42840.0,152.0,280,0
43908,Male,48,1,28.0,0,1-2 Year,Yes,39017.0,26.0,235,0
43909,Female,25,1,29.0,1,< 1 Year,No,32268.0,152.0,124,0
43910,Female,22,1,46.0,0,< 1 Year,No,22998.0,152.0,184,0
43911,Male,71,1,28.0,1,1-2 Year,Yes,24268.0,26.0,249,0
43912,Male,62,1,8.0,0,1-2 Year,Yes,36119.0,124.0,74,0
43913,Female,33,1,8.0,1,1-2 Year,No,2630.0,156.0,168,0
43914,Male,25,1,28.0,1,< 1 Year,No,29934.0,152.0,233,0
43915,Female,23,1,8.0,0,< 1 Year,Yes,56773.0,163.0,54,0
43916,Female,23,1,17.0,0,< 1 Year,No,42920.0,26.0,133,0
43917,Male,23,1,39.0,0,< 1 Year,No,27480.0,152.0,98,0
43918,Female,28,1,32.0,1,< 1 Year,No,30143.0,152.0,158,0
43919,Male,25,1,36.0,0,< 1 Year,No,39004.0,152.0,157,0
43920,Male,64,1,28.0,0,> 2 Years,Yes,45414.0,30.0,183,1
43921,Male,67,1,38.0,1,1-2 Year,No,34632.0,124.0,276,0
43922,Female,31,1,28.0,0,1-2 Year,Yes,44043.0,124.0,238,0
43923,Female,38,1,30.0,1,1-2 Year,No,26953.0,152.0,244,0
43924,Male,53,1,41.0,0,1-2 Year,Yes,33613.0,124.0,190,1
43925,Male,46,1,28.0,0,1-2 Year,Yes,52852.0,26.0,239,0
43926,Male,26,1,6.0,1,< 1 Year,No,25141.0,152.0,267,0
43927,Male,64,1,46.0,1,1-2 Year,No,38175.0,11.0,204,0
43928,Female,40,1,28.0,0,1-2 Year,Yes,46225.0,26.0,64,1
43929,Female,54,1,39.0,0,1-2 Year,Yes,40491.0,26.0,115,0
43930,Female,62,1,48.0,1,1-2 Year,No,2630.0,15.0,223,0
43931,Female,21,1,18.0,1,< 1 Year,No,32219.0,152.0,171,0
43932,Male,47,1,33.0,0,1-2 Year,Yes,28735.0,26.0,261,1
43933,Female,48,1,19.0,0,1-2 Year,Yes,36901.0,61.0,195,0
43934,Female,20,1,28.0,1,< 1 Year,No,35628.0,160.0,245,0
43935,Male,28,1,3.0,1,< 1 Year,No,29842.0,160.0,175,0
43936,Female,39,1,28.0,0,1-2 Year,Yes,39571.0,26.0,282,0
43937,Male,44,1,28.0,1,1-2 Year,No,57067.0,124.0,101,0
43938,Female,24,1,35.0,1,< 1 Year,No,27204.0,152.0,117,0
43939,Male,69,1,28.0,1,1-2 Year,No,46108.0,124.0,291,0
43940,Male,70,1,40.0,0,1-2 Year,Yes,26039.0,26.0,75,0
43941,Female,78,1,28.0,0,1-2 Year,Yes,253362.0,26.0,198,1
43942,Male,47,1,48.0,1,1-2 Year,No,2630.0,26.0,125,0
43943,Male,48,1,28.0,1,1-2 Year,No,39700.0,124.0,76,0
43944,Female,23,1,41.0,1,< 1 Year,No,24015.0,152.0,258,0
43945,Male,30,1,28.0,0,< 1 Year,Yes,29150.0,152.0,113,0
43946,Male,22,1,25.0,0,< 1 Year,No,52646.0,152.0,265,0
43947,Male,48,1,3.0,1,1-2 Year,Yes,35201.0,30.0,122,0
43948,Female,26,1,51.0,0,< 1 Year,Yes,39080.0,152.0,109,0
43949,Female,21,1,17.0,0,< 1 Year,Yes,41279.0,152.0,184,0
43950,Male,23,1,46.0,1,< 1 Year,No,22688.0,152.0,221,0
43951,Male,47,1,13.0,1,1-2 Year,No,36751.0,124.0,67,0
43952,Female,39,1,28.0,1,1-2 Year,No,29836.0,26.0,76,0
43953,Male,67,1,29.0,0,1-2 Year,Yes,2630.0,156.0,232,1
43954,Male,52,1,14.0,0,> 2 Years,Yes,35651.0,124.0,31,0
43955,Female,41,1,46.0,0,1-2 Year,Yes,34732.0,15.0,270,0
43956,Male,27,1,35.0,1,< 1 Year,No,2630.0,151.0,64,0
43957,Male,59,1,28.0,0,> 2 Years,Yes,39223.0,26.0,67,0
43958,Female,23,1,3.0,1,< 1 Year,No,25575.0,152.0,34,0
43959,Female,41,1,35.0,0,1-2 Year,Yes,39600.0,88.0,186,0
43960,Male,51,1,4.0,0,1-2 Year,Yes,24171.0,124.0,92,0
43961,Male,37,1,11.0,0,1-2 Year,Yes,29985.0,124.0,260,1
43962,Male,64,1,47.0,0,1-2 Year,Yes,45614.0,124.0,33,0
43963,Male,50,1,28.0,0,1-2 Year,Yes,33258.0,26.0,102,0
43964,Female,25,1,10.0,1,< 1 Year,No,22694.0,152.0,139,0
43965,Male,27,1,35.0,1,< 1 Year,No,2630.0,152.0,19,0
43966,Male,21,1,41.0,1,< 1 Year,No,27606.0,152.0,72,0
43967,Female,49,1,28.0,0,1-2 Year,No,51957.0,124.0,59,0
43968,Male,48,1,28.0,1,1-2 Year,No,48049.0,26.0,26,0
43969,Female,63,1,28.0,0,1-2 Year,Yes,32100.0,26.0,68,0
43970,Male,20,1,17.0,1,< 1 Year,No,33974.0,160.0,226,0
43971,Female,70,1,9.0,1,1-2 Year,No,30597.0,124.0,182,0
43972,Female,39,1,28.0,0,1-2 Year,Yes,29606.0,156.0,66,1
43973,Female,69,1,20.0,0,1-2 Year,Yes,2630.0,124.0,272,0
43974,Female,26,1,28.0,1,< 1 Year,No,44196.0,152.0,160,0
43975,Male,21,1,46.0,1,< 1 Year,No,28087.0,152.0,53,0
43976,Male,25,1,13.0,0,< 1 Year,Yes,25757.0,152.0,25,0
43977,Male,44,1,29.0,1,1-2 Year,No,31443.0,124.0,102,0
43978,Female,21,1,36.0,0,< 1 Year,Yes,34788.0,152.0,279,0
43979,Male,39,1,28.0,1,1-2 Year,No,55511.0,26.0,136,0
43980,Male,53,1,8.0,0,1-2 Year,Yes,45684.0,124.0,269,0
43981,Female,66,1,28.0,1,1-2 Year,Yes,62019.0,26.0,236,0
43982,Female,25,1,36.0,0,< 1 Year,No,2630.0,152.0,266,0
43983,Male,28,1,28.0,0,1-2 Year,Yes,35259.0,36.0,34,0
43984,Female,46,1,11.0,0,1-2 Year,No,28575.0,124.0,90,0
43985,Female,56,1,28.0,0,1-2 Year,Yes,36943.0,26.0,225,1
43986,Male,42,1,28.0,0,1-2 Year,Yes,26522.0,26.0,49,0
43987,Male,40,1,28.0,1,1-2 Year,No,141131.0,152.0,127,0
43988,Female,45,1,7.0,0,1-2 Year,Yes,2630.0,26.0,99,0
43989,Male,57,1,47.0,0,1-2 Year,Yes,27694.0,26.0,165,0
43990,Male,22,1,50.0,1,< 1 Year,No,2630.0,160.0,74,0
43991,Female,20,1,12.0,1,< 1 Year,No,2630.0,160.0,289,0
43992,Female,26,1,25.0,0,< 1 Year,No,16230.0,152.0,15,0
43993,Female,21,1,36.0,1,< 1 Year,No,37551.0,160.0,130,0
43994,Female,31,1,45.0,0,< 1 Year,No,21908.0,124.0,13,1
43995,Male,36,1,28.0,0,1-2 Year,Yes,29931.0,152.0,221,0
43996,Male,42,1,6.0,1,1-2 Year,No,30127.0,124.0,171,0
43997,Female,22,1,50.0,0,< 1 Year,Yes,36122.0,152.0,189,0
43998,Male,23,1,25.0,0,< 1 Year,No,2630.0,152.0,106,0
43999,Male,29,1,8.0,1,1-2 Year,No,39944.0,7.0,77,0
44000,Male,43,1,34.0,1,1-2 Year,No,26664.0,152.0,293,0
44001,Male,22,1,41.0,1,< 1 Year,No,41212.0,152.0,14,0
44002,Female,39,1,46.0,0,1-2 Year,Yes,38148.0,124.0,32,1
44003,Male,23,1,9.0,0,< 1 Year,No,24871.0,152.0,196,0
44004,Female,23,1,12.0,0,< 1 Year,Yes,2630.0,152.0,46,1
44005,Female,43,1,19.0,1,1-2 Year,No,27258.0,124.0,251,0
44006,Female,29,1,27.0,1,< 1 Year,No,19575.0,152.0,74,0
44007,Male,74,1,28.0,0,1-2 Year,Yes,2630.0,26.0,95,1
44008,Male,23,1,51.0,1,< 1 Year,No,40712.0,152.0,152,0
44009,Male,49,1,37.0,0,1-2 Year,Yes,26757.0,128.0,85,0
44010,Male,30,1,21.0,0,< 1 Year,Yes,34108.0,124.0,50,0
44011,Male,54,1,7.0,1,1-2 Year,No,34135.0,157.0,79,0
44012,Male,41,1,28.0,0,1-2 Year,Yes,40673.0,124.0,10,0
44013,Female,30,1,37.0,0,< 1 Year,No,2630.0,160.0,39,0
44014,Female,22,1,18.0,1,< 1 Year,No,27563.0,152.0,133,0
44015,Male,38,1,20.0,1,1-2 Year,No,2630.0,124.0,211,0
44016,Male,73,1,28.0,1,1-2 Year,No,39421.0,13.0,207,0
44017,Male,20,1,6.0,1,< 1 Year,No,2630.0,160.0,239,0
44018,Male,54,1,37.0,0,> 2 Years,Yes,29260.0,124.0,64,0
44019,Female,22,1,46.0,1,< 1 Year,No,43128.0,152.0,176,0
44020,Female,25,1,36.0,1,< 1 Year,No,36329.0,152.0,141,0
44021,Male,46,1,28.0,0,> 2 Years,Yes,49616.0,124.0,129,0
44022,Male,25,1,28.0,1,< 1 Year,No,44658.0,152.0,287,0
44023,Male,45,1,28.0,1,1-2 Year,No,31252.0,52.0,277,0
44024,Female,26,1,46.0,0,< 1 Year,Yes,23422.0,160.0,152,0
44025,Female,25,1,28.0,0,1-2 Year,Yes,35113.0,124.0,241,0
44026,Female,24,1,46.0,1,< 1 Year,No,33079.0,152.0,229,0
